10|05|A|Includes Machine Guns; Brushes, Machine Gun and Pistol.|Excludes Turrets, Aircraft.||Guns, through 30mm|2001169|
95|35|A|Includes Leaf; Perforated Sheet and Strips.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ||Plate, Sheet, Strip, and Foil; Nonferrous Base Metal|1995240|
95|40|A|Includes Angles; Channels; Tees; Zees.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ||Structural Shapes, Nonferrous Base Metal|1995240|
95|45|A|Includes Bars; Leaf; Ribbon; Rods; Tubing.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |Excludes Precious Metals for dental use.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ||Plate, Sheet, Strip, Foil, and Wire: Precious Metal|1995240|
96|10|A|Includes Bauxite; Ferrous Ores; Lead Ores; Precious Metal Ores; Radioactive Metal Ores; Zinc Ores.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |Note-Only bulk material will be identified in this class. Ores are a naturally occurring material from which economically valuable minerals can be obtained.|Ores|1995240|
96|20|A|Includes Clays and other Earths; Mica; Asbestos; Crude Petroleum; Graphite.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |Excludes Gravel (FSC 5610); Sand (FSC 5610); Abrasives (FSC 5350); Refractory Clays (FSC 9350).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |Note-Only bulk material will be identified in this class. Minerals are naturally occurring substances with a characteristic chemical composition that can be expressed by a formula.|Minerals, Natural and Synthetic|1995240|
96|30|A|Includes Alloying Additives (Aluminum, Antimony, Copper, and Others).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |Excludes Fuel Inhibiting Additives (FSC 6850).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |Note-Only bulk material will be identified in this class. Additive metal materials are those which are added to metals to improve their characteristics as required (e.g., lead added to steel to improve the machinability).|Additive Metal Materials|1995240|
96|40|A|Includes Ingots; Pigs; Billets; Blooms; Muck Bar; Rods for Wire; Sheet Bar; Skelp; Tube Rounds.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |Note-Only bulk material will be identified in this class. a. Primary products are raw unfinished ingots, pigs, that require refinement to be usable. b. Semi-finished items are primary products that have been refined to a state that requires further manufacturing processes to its final, usable state.|Iron and Steel Primary and Semifinished Products|1995240|
96|50|A|Includes Ingots; Slabs.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |Note-Only Bulk material will be identified in this class. a. Refinery Forms are raw unfinished ingots, pigs, that require refinement to be usable. b. Intermediate forms are primary products that have been refined to a state that requires further manufacturing processes to its final, usable state.|Nonferrous Base Metal Refinery and Intermediate Forms|1995240|
96|60|A|Includes Bullion; Ingot.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |Note-Only bulk material will be identified in this class. Primary Forms are raw unfinished ingots, pigs, that require refinement to be usable and are made of precious metals.|Precious Metals Primary Forms|1995240|
96|70|A||||Iron and Steel Scrap|1974091|
96|80|A|                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ||Nonferrous Scrap|1995240|
99|05|A|Includes Electric Signs; Sign Boards; Display Stands; Mannequins and other display forms; Printed Signs; General Purpose Identification Tags and Blanks, Nonpersonal; Plates and Tags for specific applications.|||Signs, Advertising Displays, and Identification Plates|1974091|
99|10|C|Includes Jewelers' Findings; Precious Stones, Cut; Costume Jewelry; Natural Gems and Ornamental Stones, Cut.|Excludes Watches; Clocks; Tableware; Scientific Instruments; Toilet Articles; Smokers' Articles; Industrial Diamonds.|FSC 9910 CANCELLED ON 022213 Jewelry|Jewelry|1974091|
99|15|A|Includes Antiques; Artifacts; Coins; Stamps; Rare Books; Works of Art, Collectors and/or Historical Gems; Jewelry, and Cut Precious Stones; Natural History Items.|||Collectors' and/or Historical Items|1974091|
99|20|A|Includes Cigarette Lighters; Lighter Fluid; Pipe Reamers; Ash Trays; Tobacco Humidors; Packaged Cigarette Paper.|Excludes Ash receivers and lighters specifically designed for installation in or on equipment.||Smokers' Articles and Matches|1974091|
99|25|A|Includes Vestments; Altars; Communion Sets; Ecclesiastical Candelabra; Chalices; Patens; Altar Cloths; Ecclesiastical Statuary; Sacramental Wine.|||Ecclesiastical Equipment, Furnishings, and Supplies|1974091|
99|30|A|Includes Grave Markers; Burial Vaults; Burial Urns; Caskets; Burial Boxes; Morticians' Supplies; Monuments; Gasket Shipping Cases.|Excludes Hearses; Mortuary Refrigerators.||Memorials; Cemeterial and Mortuary Equipment and Supplies|1974091|
99|99|A|Includes only those items which cannot conceivably be classified in any existing classes|||Miscellaneous Items|1998180|
